"SCD"	"Transcripts"	"Gender"	"Age"	"Ethnicity"	"Education"	"Occupation"	"Languages"	"First.Lang"	"Partner.ID"	"Relationship"	"Filler"	"conv"	"Freq"	"Wordcount"	"Freq.per.1000"	"Dyad"
"3006-1"	"Same Room"	"M"	"2X"	"CHINESE"	"DIPLOMA"	"HEALTHCARE"	"ENGLISH, CHINESE"	"ENGLISH"	"3006-2"	"PARTNER"	"um"	"3006"	49	13042	3.75709247047999	"Different-gender"
"3006-1"	"Same Room"	"M"	"2X"	"CHINESE"	"DIPLOMA"	"HEALTHCARE"	"ENGLISH, CHINESE"	"ENGLISH"	"3006-2"	"PARTNER"	"uh"	"3006"	137	13042	10.5045238460359	"Different-gender"
"3006-2"	"Same Room"	"F"	"2X"	"CHINESE"	"DIPLOMA"	"STUDENT"	"ENGLISH, CHINESE, HOKKIEN"	"ENGLISH"	"3006-1"	"PARTNER"	"um"	"3006"	31	12668	2.4471108304389	"Different-gender"
"3006-2"	"Same Room"	"F"	"2X"	"CHINESE"	"DIPLOMA"	"STUDENT"	"ENGLISH, CHINESE, HOKKIEN"	"ENGLISH"	"3006-1"	"PARTNER"	"uh"	"3006"	35	12668	2.76286706662457	"Different-gender"
"3007-1"	"Same Room"	"F"	"2X"	"CHINESE"	"BACHELOR"	"STUDENT"	"ENGLISH, CHINESE"	"ENGLISH"	"3007-2"	"FRIENDS"	"um"	"3007"	50	11542	4.33200485184543	"Different-gender"
"3007-1"	"Same Room"	"F"	"2X"	"CHINESE"	"BACHELOR"	"STUDENT"	"ENGLISH, CHINESE"	"ENGLISH"	"3007-2"	"FRIENDS"	"uh"	"3007"	23	11542	1.9927222318489	"Different-gender"
"3007-2"	"Same Room"	"M"	"3X"	"CHINESE"	"BACHELOR"	"ANALYST"	"ENGLISH, CHINESE"	"ENGLISH"	"3007-1"	"FRIENDS"	"um"	"3007"	11	9637	1.14143405624157	"Different-gender"
"3007-2"	"Same Room"	"M"	"3X"	"CHINESE"	"BACHELOR"	"ANALYST"	"ENGLISH, CHINESE"	"ENGLISH"	"3007-1"	"FRIENDS"	"uh"	"3007"	57	9637	5.91470374597904	"Different-gender"
"3008-1"	"Same Room"	"F"	"2X"	"CHINESE"	"DIPLOMA"	"EDUCATOR"	"ENGLISH, CHINESE"	"ENGLISH"	"3008-2"	"PARTNER"	"um"	"3008"	17	10644	1.59714393085306	"Different-gender"
"3008-1"	"Same Room"	"F"	"2X"	"CHINESE"	"DIPLOMA"	"EDUCATOR"	"ENGLISH, CHINESE"	"ENGLISH"	"3008-2"	"PARTNER"	"uh"	"3008"	17	10644	1.59714393085306	"Different-gender"
"3008-2"	"Same Room"	"M"	"3X"	"MALAY"	"DIPLOMA"	"ENGINEER"	"ENGLISH, MALAY"	"ENGLISH"	"3008-1"	"PARTNER"	"um"	"3008"	20	8959	2.23239200803661	"Different-gender"
"3008-2"	"Same Room"	"M"	"3X"	"MALAY"	"DIPLOMA"	"ENGINEER"	"ENGLISH, MALAY"	"ENGLISH"	"3008-1"	"PARTNER"	"uh"	"3008"	51	8959	5.69259962049336	"Different-gender"
"3009-1"	"Same Room"	"F"	"2X"	"CHINESE"	"BACHELOR"	"N/A"	"ENGLISH, CHINESE"	"ENGLISH"	"3009-2"	"PARTNER"	"um"	"3009"	20	13302	1.50353330326267	"Different-gender"
"3009-1"	"Same Room"	"F"	"2X"	"CHINESE"	"BACHELOR"	"N/A"	"ENGLISH, CHINESE"	"ENGLISH"	"3009-2"	"PARTNER"	"uh"	"3009"	48	13302	3.6084799278304	"Different-gender"
"3009-2"	"Same Room"	"M"	"2X"	"CHINESE"	"DIPLOMA"	"MILITARY"	"ENGLISH, CHINESE"	"ENGLISH"	"3009-1"	"PARTNER"	"uh"	"3009"	19	11616	1.63567493112948	"Different-gender"
"3010-1"	"Same Room"	"F"	"2X"	"CHINESE"	"BACHELOR"	"MANAGEMENT"	"ENGLISH, CHINESE"	"ENGLISH"	"3010-2"	"FAMILY"	"um"	"3010"	54	12089	4.46687070890893	"Same-gender"
"3010-1"	"Same Room"	"F"	"2X"	"CHINESE"	"BACHELOR"	"MANAGEMENT"	"ENGLISH, CHINESE"	"ENGLISH"	"3010-2"	"FAMILY"	"uh"	"3010"	70	12089	5.79038795599305	"Same-gender"
"3010-2"	"Same Room"	"F"	"6X"	"CHINESE"	"O-LEVEL"	"RETIRED"	"ENGLISH, CHINESE"	"ENGLISH"	"3010-1"	"FAMILY"	"um"	"3010"	2	8237	0.24280684715309	"Same-gender"
"3010-2"	"Same Room"	"F"	"6X"	"CHINESE"	"O-LEVEL"	"RETIRED"	"ENGLISH, CHINESE"	"ENGLISH"	"3010-1"	"FAMILY"	"uh"	"3010"	134	8237	16.268058759257	"Same-gender"
"3011-1"	"Same Room"	"F"	"2X"	"CHINESE"	"BACHELOR"	"STUDENT"	"ENGLISH, CHINESE"	"ENGLISH"	"3011-2"	"PARTNER"	"um"	"3011"	26	10893	2.38685394289911	"Different-gender"
"3011-1"	"Same Room"	"F"	"2X"	"CHINESE"	"BACHELOR"	"STUDENT"	"ENGLISH, CHINESE"	"ENGLISH"	"3011-2"	"PARTNER"	"uh"	"3011"	11	10893	1.00982282199578	"Different-gender"
"3012-1"	"Same Room"	"M"	"2X"	"CHINESE"	"BACHELOR"	"STUDENT"	"ENGLISH, CHINESE"	"ENGLISH"	"3012-2"	"PARTNER"	"um"	"3012"	2	9429	0.212111570686181	"Different-gender"
"3012-1"	"Same Room"	"M"	"2X"	"CHINESE"	"BACHELOR"	"STUDENT"	"ENGLISH, CHINESE"	"ENGLISH"	"3012-2"	"PARTNER"	"uh"	"3012"	26	9429	2.75745041892035	"Different-gender"
"3012-2"	"Same Room"	"F"	"2X"	"CHINESE"	"BACHELOR"	"STUDENT"	"ENGLISH, CHINESE"	"ENGLISH"	"3012-1"	"PARTNER"	"um"	"3012"	9	13119	0.686027898467871	"Different-gender"
"3012-2"	"Same Room"	"F"	"2X"	"CHINESE"	"BACHELOR"	"STUDENT"	"ENGLISH, CHINESE"	"ENGLISH"	"3012-1"	"PARTNER"	"uh"	"3012"	23	13119	1.75318240719567	"Different-gender"
"3013-1"	"Same Room"	"F"	"3X"	"CHINESE"	"BACHELOR"	"FINANCE "	"ENGLISH, CHINESE"	"ENGLISH"	"3013-2"	"FRIENDS"	"um"	"3013"	71	7195	9.8679638637943	"Different-gender"
"3013-1"	"Same Room"	"F"	"3X"	"CHINESE"	"BACHELOR"	"FINANCE "	"ENGLISH, CHINESE"	"ENGLISH"	"3013-2"	"FRIENDS"	"uh"	"3013"	315	7195	43.7804030576789	"Different-gender"
"3013-2"	"Same Room"	"M"	"2X"	"CHINESE"	"BACHELOR"	"FINANCE"	"ENGLISH, CHINESE"	"ENGLISH"	"3013-1"	"FRIENDS"	"uh"	"3013"	161	11168	14.4161891117479	"Different-gender"
"3014-1"	"Same Room"	"M"	"3X"	"CHINESE"	"BACHELOR"	"ENGINEER"	"ENGLISH, CHINESE"	"ENGLISH"	"3014-2"	"PARTNER"	"um"	"3014"	7	10525	0.665083135391924	"Different-gender"
"3014-1"	"Same Room"	"M"	"3X"	"CHINESE"	"BACHELOR"	"ENGINEER"	"ENGLISH, CHINESE"	"ENGLISH"	"3014-2"	"PARTNER"	"uh"	"3014"	259	10525	24.6080760095012	"Different-gender"
"3014-2"	"Same Room"	"F"	"3X"	"CHINESE"	"BACHELOR"	"ACCOUNTANT"	"ENGLISH, CHINESE"	"ENGLISH"	"3014-1"	"PARTNER"	"um"	"3014"	2	9379	0.213242349930696	"Different-gender"
"3014-2"	"Same Room"	"F"	"3X"	"CHINESE"	"BACHELOR"	"ACCOUNTANT"	"ENGLISH, CHINESE"	"ENGLISH"	"3014-1"	"PARTNER"	"uh"	"3014"	64	9379	6.82375519778228	"Different-gender"
"3015-1"	"Same Room"	"F"	"2X"	"CHINESE"	"BACHELOR"	"MICE"	"ENGLISH, CHINESE"	"ENGLISH"	"3015-2"	"FAMILY"	"um"	"3015"	1	12646	0.0790763877906057	"Different-gender"
"3015-1"	"Same Room"	"F"	"2X"	"CHINESE"	"BACHELOR"	"MICE"	"ENGLISH, CHINESE"	"ENGLISH"	"3015-2"	"FAMILY"	"uh"	"3015"	33	12646	2.60952079708999	"Different-gender"
"3015-2"	"Same Room"	"M"	"2X"	"CHINESE"	"DIPLOMA"	"STUDENT"	"ENGLISH, CHINESE"	"ENGLISH"	"3015-1"	"FAMILY"	"um"	"3015"	23	10642	2.16124788573576	"Different-gender"
"3015-2"	"Same Room"	"M"	"2X"	"CHINESE"	"DIPLOMA"	"STUDENT"	"ENGLISH, CHINESE"	"ENGLISH"	"3015-1"	"FAMILY"	"uh"	"3015"	57	10642	5.3561360646495	"Different-gender"
"3016-1"	"Same Room"	"M"	"2X"	"CHINESE"	"BACHELOR"	"STUDENT"	"ENGLISH, CHINESE"	"ENGLISH"	"3016-2"	"FRIENDS"	"um"	"3016"	12	13091	0.916660300970132	"Same-gender"
"3016-1"	"Same Room"	"M"	"2X"	"CHINESE"	"BACHELOR"	"STUDENT"	"ENGLISH, CHINESE"	"ENGLISH"	"3016-2"	"FRIENDS"	"uh"	"3016"	937	13091	71.5758918340845	"Same-gender"
"3016-2"	"Same Room"	"M"	"2X"	"CHINESE"	"DIPLOMA"	"STUDENT"	"ENGLISH, CHINESE"	"ENGLISH"	"3016-1"	"FRIENDS"	"um"	"3016"	38	9079	4.18548298270735	"Same-gender"
"3016-2"	"Same Room"	"M"	"2X"	"CHINESE"	"DIPLOMA"	"STUDENT"	"ENGLISH, CHINESE"	"ENGLISH"	"3016-1"	"FRIENDS"	"uh"	"3016"	124	9079	13.6578918383082	"Same-gender"
"3017-1"	"Same Room"	"F"	"2X"	"CHINESE"	"DIPLOMA"	"STUDENT"	"ENGLISH, CHINESE"	"ENGLISH"	"3017-2"	"FRIENDS"	"um"	"3017"	5	13570	0.368459837877671	"Same-gender"
"3017-1"	"Same Room"	"F"	"2X"	"CHINESE"	"DIPLOMA"	"STUDENT"	"ENGLISH, CHINESE"	"ENGLISH"	"3017-2"	"FRIENDS"	"uh"	"3017"	374	13570	27.5607958732498	"Same-gender"
"3017-2"	"Same Room"	"F"	"2X"	"CHINESE"	"DIPLOMA"	"STUDENT"	"ENGLISH, CHINESE"	"ENGLISH"	"3017-1"	"FRIENDS"	"um"	"3017"	2	8017	0.249469876512411	"Same-gender"
"3017-2"	"Same Room"	"F"	"2X"	"CHINESE"	"DIPLOMA"	"STUDENT"	"ENGLISH, CHINESE"	"ENGLISH"	"3017-1"	"FRIENDS"	"um"	"3017"	2	8017	0.249469876512411	"Same-gender"
"3017-2"	"Same Room"	"F"	"2X"	"CHINESE"	"DIPLOMA"	"STUDENT"	"ENGLISH, CHINESE"	"ENGLISH"	"3017-1"	"FRIENDS"	"uh"	"3017"	85	8017	10.6024697517775	"Same-gender"
"3018-1"	"Same Room"	"F"	"2X"	"CHINESE"	"DIPLOMA"	"DESIGNER"	"ENGLISH, CHINESE"	"ENGLISH"	"3018-2"	"FRIENDS"	"um"	"3018"	25	13474	1.85542526347039	"Same-gender"
"3018-1"	"Same Room"	"F"	"2X"	"CHINESE"	"DIPLOMA"	"DESIGNER"	"ENGLISH, CHINESE"	"ENGLISH"	"3018-2"	"FRIENDS"	"uh"	"3018"	103	13474	7.644352085498	"Same-gender"
"3018-2"	"Same Room"	"F"	"2X"	"CHINESE"	"DIPLOMA"	"ADMINISTRATION"	"ENGLISH, CHINESE"	"ENGLISH"	"3018-1"	"FRIENDS"	"um"	"3018"	54	15265	3.53750409433344	"Same-gender"
"3018-2"	"Same Room"	"F"	"2X"	"CHINESE"	"DIPLOMA"	"ADMINISTRATION"	"ENGLISH, CHINESE"	"ENGLISH"	"3018-1"	"FRIENDS"	"uh"	"3018"	117	15265	7.66459220438913	"Same-gender"
"3019-1"	"Same Room"	"F"	"2X"	"CHINESE"	"DIPLOMA"	"STUDENT"	"ENGLISH, CHINESE"	"ENGLISH"	"3019-2"	"FRIENDS"	"um"	"3019"	263	15440	17.0336787564767	"Different-gender"
"3019-1"	"Same Room"	"F"	"2X"	"CHINESE"	"DIPLOMA"	"STUDENT"	"ENGLISH, CHINESE"	"ENGLISH"	"3019-2"	"FRIENDS"	"uh"	"3019"	37	15440	2.39637305699482	"Different-gender"
"3019-2"	"Same Room"	"M"	"2X"	"INDIAN"	"DIPLOMA"	"STUDENT"	"ENGLISH, OTHER"	"ENGLISH"	"3019-1"	"FRIENDS"	"um"	"3019"	1	7222	0.13846579894766	"Different-gender"
"3019-2"	"Same Room"	"M"	"2X"	"INDIAN"	"DIPLOMA"	"STUDENT"	"ENGLISH, OTHER"	"ENGLISH"	"3019-1"	"FRIENDS"	"uh"	"3019"	81	7222	11.2157297147605	"Different-gender"
"3020-2"	"Same Room"	"M"	"2X"	"INDIAN"	"DIPLOMA"	"STUDENT"	"ENGLISH, MALAY"	"ENGLISH"	"3020-1"	"FRIENDS"	"um"	"3020"	73	9885	7.38492665655033	"Same-gender"
"3020-2"	"Same Room"	"M"	"2X"	"INDIAN"	"DIPLOMA"	"STUDENT"	"ENGLISH, MALAY"	"ENGLISH"	"3020-1"	"FRIENDS"	"um"	"3020"	73	9885	7.38492665655033	"Same-gender"
"3020-2"	"Same Room"	"M"	"2X"	"INDIAN"	"DIPLOMA"	"STUDENT"	"ENGLISH, MALAY"	"ENGLISH"	"3020-1"	"FRIENDS"	"uh"	"3020"	20	9885	2.02326757713708	"Same-gender"
"3021-1"	"Same Room"	"M"	"2X"	"CHINESE"	"DIPLOMA"	"UNEMPLOYED"	"ENGLISH, CHINESE"	"ENGLISH"	"3021-2"	"FRIENDS"	"um"	"3021"	77	12555	6.13301473516527	"Same-gender"
"3021-1"	"Same Room"	"M"	"2X"	"CHINESE"	"DIPLOMA"	"UNEMPLOYED"	"ENGLISH, CHINESE"	"ENGLISH"	"3021-2"	"FRIENDS"	"uh"	"3021"	327	12555	26.0454002389486	"Same-gender"
"3021-2"	"Same Room"	"M"	"2X"	"CHINESE"	"DIPLOMA"	"STUDENT"	"ENGLISH, CHINESE"	"ENGLISH"	"3021-1"	"FRIENDS"	"um"	"3021"	5	8651	0.577967864986707	"Same-gender"
"3021-2"	"Same Room"	"M"	"2X"	"CHINESE"	"DIPLOMA"	"STUDENT"	"ENGLISH, CHINESE"	"ENGLISH"	"3021-1"	"FRIENDS"	"uh"	"3021"	527	8651	60.9178129695989	"Same-gender"
"3022-1"	"Same Room"	"M"	"2X"	"CHINESE"	"BACHELOR"	"STUDENT"	"ENGLISH, CHINESE"	"ENGLISH"	"3022-2"	"FRIENDS"	"um"	"3022"	90	11343	7.93440888653795	"Same-gender"
"3022-1"	"Same Room"	"M"	"2X"	"CHINESE"	"BACHELOR"	"STUDENT"	"ENGLISH, CHINESE"	"ENGLISH"	"3022-2"	"FRIENDS"	"uh"	"3022"	77	11343	6.78832760292692	"Same-gender"
"3022-2"	"Same Room"	"M"	"2X"	"CHINESE"	"POSTGRADUATE"	"STUDENT"	"ENGLISH, CHINESE"	"ENGLISH"	"3022-1"	"FRIENDS"	"um"	"3022"	18	8814	2.04220558202859	"Same-gender"
"3022-2"	"Same Room"	"M"	"2X"	"CHINESE"	"POSTGRADUATE"	"STUDENT"	"ENGLISH, CHINESE"	"ENGLISH"	"3022-1"	"FRIENDS"	"uh"	"3022"	94	8814	10.664851372816	"Same-gender"
"3023-1"	"Same Room"	"F"	"5X"	"CHINESE"	"POSTGRADUATE"	"TECHNICIAN"	"ENGLISH, CHINESE"	"ENGLISH"	"3023-2"	"FAMILY"	"um"	"3023"	10	9740	1.02669404517454	"Same-gender"
"3023-1"	"Same Room"	"F"	"5X"	"CHINESE"	"POSTGRADUATE"	"TECHNICIAN"	"ENGLISH, CHINESE"	"ENGLISH"	"3023-2"	"FAMILY"	"uh"	"3023"	99	9740	10.1642710472279	"Same-gender"
"3023-2"	"Same Room"	"F"	"5X"	"CHINESE"	"DIPLOMA"	"RETIRED"	"ENGLISH, CHINESE"	"ENGLISH"	"3023-1"	"FAMILY"	"um"	"3023"	12	12035	0.997091815538014	"Same-gender"
"3023-2"	"Same Room"	"F"	"5X"	"CHINESE"	"DIPLOMA"	"RETIRED"	"ENGLISH, CHINESE"	"ENGLISH"	"3023-1"	"FAMILY"	"um"	"3023"	12	12035	0.997091815538014	"Same-gender"
"3023-2"	"Same Room"	"F"	"5X"	"CHINESE"	"DIPLOMA"	"RETIRED"	"ENGLISH, CHINESE"	"ENGLISH"	"3023-1"	"FAMILY"	"uh"	"3023"	399	12035	33.153302866639	"Same-gender"
"3024-1"	"Same Room"	"F"	"2X"	"CHINESE"	"A-LEVEL"	"STUDENT"	"ENGLISH, CHINESE"	"ENGLISH"	"3024-2"	"FRIENDS"	"um"	"3024"	8	8687	0.920916311730172	"Same-gender"
"3024-1"	"Same Room"	"F"	"2X"	"CHINESE"	"A-LEVEL"	"STUDENT"	"ENGLISH, CHINESE"	"ENGLISH"	"3024-2"	"FRIENDS"	"uh"	"3024"	33	8687	3.79877978588696	"Same-gender"
"3024-2"	"Same Room"	"F"	"2X"	"CHINESE"	"A-LEVEL"	"STUDENT"	"ENGLISH, CHINESE"	"ENGLISH"	"3024-1"	"FRIENDS"	"uh"	"3024"	37	13404	2.76037003879439	"Same-gender"
"3025-1"	"Same Room"	"M"	"2X"	"CHINESE"	"N-LEVEL"	"MILITARY"	"ENGLISH"	"ENGLISH"	"3025-2"	"FRIENDS"	"um"	"3025"	78	12985	6.00693107431652	"Same-gender"
"3025-1"	"Same Room"	"M"	"2X"	"CHINESE"	"N-LEVEL"	"MILITARY"	"ENGLISH"	"ENGLISH"	"3025-2"	"FRIENDS"	"uh"	"3025"	181	12985	13.9391605698883	"Same-gender"
"3025-2"	"Same Room"	"M"	"2X"	"CHINESE"	"DIPLOMA"	"MILITARY"	"ENGLISH"	"ENGLISH"	"3025-1"	"FRIENDS"	"um"	"3025"	105	8908	11.7871576111361	"Same-gender"
"3025-2"	"Same Room"	"M"	"2X"	"CHINESE"	"DIPLOMA"	"MILITARY"	"ENGLISH"	"ENGLISH"	"3025-1"	"FRIENDS"	"uh"	"3025"	136	8908	15.2671755725191	"Same-gender"
"3026-1"	"Same Room"	"F"	"2X"	"CHINESE"	"A-LEVEL"	"N/A"	"ENGLISH, CHINESE"	"ENGLISH"	"3026-2"	"FRIENDS"	"um"	"3026"	2	9034	0.221385875581138	"Same-gender"
"3026-1"	"Same Room"	"F"	"2X"	"CHINESE"	"A-LEVEL"	"N/A"	"ENGLISH, CHINESE"	"ENGLISH"	"3026-2"	"FRIENDS"	"uh"	"3026"	31	9034	3.43148107150764	"Same-gender"
"3026-2"	"Same Room"	"F"	"3X"	"CHINESE"	"BACHELOR"	"MANAGEMENT"	"ENGLISH, CHINESE"	"ENGLISH"	"3026-1"	"FRIENDS"	"um"	"3026"	7	11383	0.614952121584819	"Same-gender"
"3026-2"	"Same Room"	"F"	"3X"	"CHINESE"	"BACHELOR"	"MANAGEMENT"	"ENGLISH, CHINESE"	"ENGLISH"	"3026-1"	"FRIENDS"	"uh"	"3026"	28	11383	2.45980848633928	"Same-gender"
"3027-1"	"Same Room"	"F"	"2X"	"CHINESE"	"BACHELOR"	"STUDENT"	"ENGLISH, CHINESE"	"ENGLISH"	"3027-2"	"FRIENDS"	"um"	"3027"	47	10545	4.45708866761498	"Same-gender"
"3027-1"	"Same Room"	"F"	"2X"	"CHINESE"	"BACHELOR"	"STUDENT"	"ENGLISH, CHINESE"	"ENGLISH"	"3027-2"	"FRIENDS"	"uh"	"3027"	49	10545	4.64675201517307	"Same-gender"
"3027-2"	"Same Room"	"F"	"2X"	"CHINESE"	"BACHELOR"	"STUDENT"	"ENGLISH, CHINESE"	"ENGLISH"	"3027-1"	"FRIENDS"	"um"	"3027"	1	8991	0.111222333444556	"Same-gender"
"3027-2"	"Same Room"	"F"	"2X"	"CHINESE"	"BACHELOR"	"STUDENT"	"ENGLISH, CHINESE"	"ENGLISH"	"3027-1"	"FRIENDS"	"uh"	"3027"	23	8991	2.55811366922478	"Same-gender"
"3028-1"	"Same Room"	"F"	"3X"	"CHINESE"	"BACHELOR"	"N/A"	"ENGLISH, CHINESE"	"ENGLISH"	"3028-2"	"FRIENDS"	"um"	"3028"	1	19552	0.0511456628477905	"Same-gender"
"3028-1"	"Same Room"	"F"	"3X"	"CHINESE"	"BACHELOR"	"N/A"	"ENGLISH, CHINESE"	"ENGLISH"	"3028-2"	"FRIENDS"	"uh"	"3028"	64	19552	3.27332242225859	"Same-gender"
"3028-2"	"Same Room"	"F"	"3X"	"CHINESE"	"DIPLOMA"	"N/A"	"ENGLISH, CHINESE"	"ENGLISH"	"3028-1"	"FRIENDS"	"um"	"3028"	1	5179	0.193087468623286	"Same-gender"
"3028-2"	"Same Room"	"F"	"3X"	"CHINESE"	"DIPLOMA"	"N/A"	"ENGLISH, CHINESE"	"ENGLISH"	"3028-1"	"FRIENDS"	"uh"	"3028"	20	5179	3.86174937246573	"Same-gender"
"3030-1"	"Same Room"	"M"	"4X"	"CHINESE"	"BACHELOR"	"ANALYST"	"ENGLISH, CHINESE"	"ENGLISH"	"3030-2"	"PARTNER"	"um"	"3030"	7	19565	0.35778175313059	"Different-gender"
"3030-1"	"Same Room"	"M"	"4X"	"CHINESE"	"BACHELOR"	"ANALYST"	"ENGLISH, CHINESE"	"ENGLISH"	"3030-2"	"PARTNER"	"uh"	"3030"	331	19565	16.9179657551751	"Different-gender"
"3030-2"	"Same Room"	"F"	"3X"	"CHINESE"	"BACHELOR"	"HOMEMAKER"	"ENGLISH, CHINESE"	"ENGLISH"	"3030-1"	"PARTNER"	"um"	"3030"	5	7717	0.647920176234288	"Different-gender"
"3030-2"	"Same Room"	"F"	"3X"	"CHINESE"	"BACHELOR"	"HOMEMAKER"	"ENGLISH, CHINESE"	"ENGLISH"	"3030-1"	"PARTNER"	"uh"	"3030"	45	7717	5.83128158610859	"Different-gender"
"3031-1"	"Same Room"	"F"	"2X"	"CHINESE"	"A-LEVEL"	"STUDENT"	"ENGLISH, CHINESE"	"ENGLISH"	"3031-2"	"FRIENDS"	"um"	"3031"	28	10679	2.62196834909636	"Same-gender"
"3031-1"	"Same Room"	"F"	"2X"	"CHINESE"	"A-LEVEL"	"STUDENT"	"ENGLISH, CHINESE"	"ENGLISH"	"3031-2"	"FRIENDS"	"uh"	"3031"	49	10679	4.58844461091862	"Same-gender"
"3031-2"	"Same Room"	"F"	"2X"	"CHINESE"	"A-LEVEL"	"STUDENT"	"ENGLISH, CHINESE"	"ENGLISH"	"3031-1"	"FRIENDS"	"um"	"3031"	23	9014	2.5515864211227	"Same-gender"
